text,top_keywords,keyword_scores,predicted_label
Legual o atndimemnto,"##ual, o, ##nto","3.1704, 1.8555, 1.0704",positive
Demorou de mais pra chegar se tivesse comprado fora do país negação demoraria tanto,"de, ##orou, se","0.3675, 0.3048, 0.2143",negative
Muito bom,"bom, Muito","0.2464, 0.0155",positive
Kit bolsas lindas gostei muito,"##te, bolsas, lin","0.3502, 0.2148, 0.1815",positive
Produto veio correto porém a cor veio trocado,"troca, ##do, porém","0.3269, 0.277, 0.272",negative
chegou sem uma peça,"sem, uma, peça","0.5201, 0.2254, 0.2177",negative
Entrega feita dentro do prazo,"##ga, do, dentro","0.3805, 0.3463, 0.3366",positive
Gostei de comprar na lannister Com,"##te, ##i, na","0.2946, 0.2032, 0.1585",positive
Só demorou um pouco,"um, demorou, pouco","0.5522, 0.4486, 0.2764",positive
O produto ainda ano foi entregue,"ainda, foi, ano","0.3289, 0.3279, 0.327",negative
Excelente,"##ente, Excel","0.384, 0.0447",positive
Comprei os produtos todos de ótima qualidade Entrega foi rápido antes do prazo combinado Recomendo a todos essa loja,"qualidade, ##rei, Entre","0.1069, 0.065, 0.0618",positive
O produto negação é tão portátil quanto anunciado,"##til, é, quanto","0.593, 0.4599, 0.3334",negative
Linda boneca minha filha gostou muito,"bone, muito, ##ca","0.275, 0.2157, 0.1552",positive
O produto que eu comprei veio errado comprei duas placas de lavadora diferentes veio duas iguais veio duas bwg C numero A e necessito da outra placa Bwl numero urgente,"compre, errado, ##i","0.518, 0.2898, 0.2152",negative
Bom,Bom,0.0131,positive
Produto ótimo e chegou antes do prazo Recomendo,"e, ##to, do","0.152, 0.0907, 0.0751",positive
Produto com boa qualidade e entregue antes do prazo,"qualidade, e, com","0.5589, 0.3305, 0.2427",positive
otima entrega,"##a, entrega, otim","0.6891, 0.2036, 0.0432",positive
MUITO BOM MAS DEVERIA ESPECIFICAR MAS SOBRE O PRODUTO,"MA, ##S, ##OM","0.8873, 0.5601, 0.4728",positive
amei a mochila da minha filha,"##i, a, ##la","0.3376, 0.1571, 0.114",positive
Recebi o produto numero dias antes do prazo quando abri a caixa notei que os fios vieram na cor preta e eu fiz o pedido na cor branca varios arames da luminaria estão tortos deixou a desejar pra mim,"do, ##os, ##bi","0.4877, 0.4819, 0.4546",positive
Produto de qualidade,"##to, de, qualidade","0.3626, 0.257, 0.1811",positive
Achei lindo e recomendo,"##ei, ##do, lin","0.2089, 0.1862, 0.1524",positive
São muito atenciosos e prestativos,"##ciosos, e, muito","0.2503, 0.1722, 0.1506",positive
Fiquei muito satisfeita com o produto fiz um pedido especial para entrega e eles acolheram este pedido que pra mim fez toda a diferença Muito feliz obrigada nota numero,"##eita, numer, ##quei","0.123, 0.091, 0.0799",positive
Entrega super rápida a mercadoria chegou muito antes do prazo e em perfeito estado Ótimo produto super recomendo a todos Estou muito feliz com minha compra,"##ga, a, ##o","0.0648, 0.0557, 0.0553",positive
nota numero,"numer, ##o, nota","0.6087, 0.3474, 0.0391",positive
a entrega do produto foi rápida estou muito satisfeito com a compra,"##eito, satisf, com","0.6674, 0.3493, 0.3276",positive
Entrega no prazo super recomendo,"recomend, ##o, super","0.263, 0.2183, 0.1961",positive
 negação estou sastifeita por que comprei numero esteira e só chegou numero esteira aguardo a providência,"##o, ##st, ##ência","0.2941, 0.2374, 0.2315",negative
Em numero numero fiz a compra solicitando numero lustres pendentes do tipo bola mexicana mas recebi só numero O tempo de entrega até surpreendeu mas do que adianta se veio metade do pedido Aguardo esclarecimentos,"do, ##ndeu, ##ardo","0.1399, 0.1239, 0.1165",negative
Comprei numero pendetentes de luminária os produtos vieram pelos Correios mas apenas numero um em cada caixa mas a nota fiscal consta numero produtos Solicito o outro ou vou devolver,"##ver, ##to, numer","0.1542, 0.0883, 0.0858",negative
Super recomendo,"##o, recomend, Super","0.2466, 0.2167, 0.0133",positive
Embora todo o processo tenho corrido bem o produto veio com defeito Farei a devolução no gatilho que negação obstrui a passagem da água,"##ito, ##ei, todo","0.6274, 0.3465, 0.3411",negative
ótimo e recomendo nota oito e meio,"e, oito, ##o","0.4872, 0.3024, 0.2695",positive
Fiz dois pedidos uma mangueira pra entrada de água e outra de saída porém vieram as duas de saida preciso resolver,"resolver, uma, vieram","0.346, 0.2341, 0.1969",negative
Parabéns pelo comprometimento com seus clientes,"pelo, ##éns, ##b","0.1837, 0.1216, 0.0964",positive
O produto é excelente Amei,"Ame, excelente, é","0.6436, 0.4198, 0.3471",positive
Entrega foi efetuada antes do prazo a meu pedido Adorei pois eu tinha viagem marcada e queria levar o presenter Deu certo,"##rei, pois, Ado","0.2706, 0.2011, 0.1345",positive
Grato pelo retorno eficiênte,"##ênt, efici, ##to","0.6395, 0.4212, 0.3335",positive
Recebi antes da data prevista E o produto era realmente o esperado,"o, da, realmente","0.4057, 0.3002, 0.288",positive
 negação chegou ainda,"ainda, chegou, negação","0.6694, 0.5106, 0.0926",negative
Bom comprei de presente para meu pai que está acostumado a usar relógio Orient automático negação gostou pedi a devolução do produto,"ped, compre, ##ução","0.6734, 0.5763, 0.527",negative
INDICO A LIJA A TDS A entrega a imediata,"a, ##DI, ##CO","2.1873, 1.2044, 1.1527",positive
Recomendo sempre,"##ndo, ##ome, sempre","0.3124, 0.2979, 0.2328",positive
muito bom,"bom, muito","0.2269, 0.0249",positive
Ótimo produto de Fácil manuseio E preço bastante atrativo,"produto, ##tivo, ##timo","0.208, 0.1739, 0.1506",positive
Produto chegou antes do previsto Entregue em condições excelente,"##to, do, excelente","0.099, 0.0863, 0.0863",positive
ótimo produto como eu queria,"produto, como, queria","0.5235, 0.2278, 0.2042",positive
gostei bastante da cortina,"##te, da, ##i","0.4032, 0.2839, 0.205",positive
comprei um relogio de presente de natal para meu filho e ate agora negação chegou enviei mensagens e na ultima conversa o relogio chegaria ontem porem negação recebi nada,"##i, ##i, envi","0.0675, 0.0636, 0.0576",negative
meu produto chegou no sábado dia numero numero e veio faltando uma peça fundamental e agora negação consigo montar a cadeira como faço para trocar,"montar, no, ##ndo","0.1215, 0.1123, 0.0975",negative
Pensei que o tecido tinha uma qualidade superior É muito inferior ao que eu pensei em comprar,"muito, É, superior","0.188, 0.1776, 0.1601",negative
Obrigado vocês estão de parabéns produtos excelente,"##riga, ##do, produtos","0.1259, 0.1185, 0.0771",positive
A entrega ocorreu dentro do prazo porém paguei frete mas tive que ir no correio buscar neste caso o frete deveria ser mais barato,"dentro, pag, ocorreu","0.1544, 0.142, 0.1398",negative
Caros Meu produto veio errado medicamento e com o agravante de já estar vencido Gostaria da reparação com a máxima urgência,"##ção, ##s, medica","0.2777, 0.2435, 0.2385",negative
Produto ótimo só que a parte de colocar a CNH tinha que ser maior um pouquinho pra que seja colocada com o plástico que vem acompanhado nela tirando isso daí o resto tudo ok e obrigada,"só, que, ##to","0.3436, 0.1532, 0.1108",positive
Produto bom de ótima jogabilidade pessoal muita rápido na entrega,"de, pessoal, jogabilidade","0.3795, 0.2401, 0.197",positive
Muito bom,"bom, Muito","0.2464, 0.0155",positive
Produto demorou muito pra chegar,"muito, pra, ##to","0.7377, 0.4147, 0.3934",negative
Maravilhoso os produtos super recomendo Produto entregue antes do prazo Obrigadaa,"##hos, ##vil, ##da","0.1017, 0.0958, 0.0796",positive
Experiência ótima de realizar compra na loja lannister,"##ência, de, ótima","0.1971, 0.1598, 0.1323",positive
o produto atende a necessidade porém a conservação ddeixa a desejar,"##r, a, d","0.6656, 0.4966, 0.4681",negative
Quero estorno do meu dinheiro o mais rápido possível ou ainda aceito a entrega do meu produto,"##r, ##o, do","0.1291, 0.0901, 0.0766",negative
Recomendadissimo,"##nda, ##ome, ##o","0.253, 0.2355, 0.2151",positive
Eu adorei o produto e eles entrega antes da data prevista,"##rei, ado, o","0.3985, 0.2579, 0.252",positive
quando comprei o produto a entrega era de numero dias uteis ja tem quase trinta ainda naõ recebi,"receb, ##i, compre","0.0808, 0.0797, 0.0724",negative
otimo,"##o, otim","0.5781, 0.0578",positive
Película Baseus numero D Arc Em Vidro Temperado Galaxy Note numero negação é me enviaram do iphone SE,"Base, ##do, é","0.4324, 0.3719, 0.3373",negative
Bom produto,"produto, Bom","0.2844, 0.0265",positive
Minha encomenda foi atingida por incêndio em unidade operacional dos correios As lannister ainda negação se pronunciou pelo caso se vai mandar uma nova encomenda se vai me devolver o dinheiro etc,"##unciou, ##ver, foi","0.0963, 0.0959, 0.0916",negative
Estou aguardando a dupla de quadros pois so foram entregues as cortinas Apos receber altero minha avaliação,"receber, ##o, ##ndo","0.4082, 0.3659, 0.3354",negative
Super Recomendo,"Rec, ##ndo, ##ome","0.3662, 0.2657, 0.2071",positive
Pelo valor tá bom,"bom, tá, valor","0.4321, 0.3327, 0.2832",positive
Muito bom,"bom, Muito","0.2464, 0.0155",positive
O produto chegou em perfeitas condições e dentro do prazo Além disso havia um brinde super útil da loja dentro da embalagem Adorei,"##rei, ##s, da","0.088, 0.0849, 0.0832",positive
Ótima loja,"loja, ##tima, Ó","0.4244, 0.3605, 0.0251",positive
Entregou no prazo produto de qualidade,"##gou, no, produto","0.6127, 0.4744, 0.3823",positive
PERFEITO ENTREGA RAPIDA E OTIMO PRODUTO,"##M, ##DA, ##EI","0.118, 0.1055, 0.0923",positive
Adorei ótima loja meu pedido chegou rapidinho Eu recomendo lojas lannister,"##rei, loja, ótima","0.1479, 0.1361, 0.1202",positive
Chegou antes do praço nada a reclamar,"##ço, antes, do","0.4035, 0.3335, 0.2556",positive
Empresas idôneas que sempre cumprem o que prometem,"##ôn, ##e, cump","0.3049, 0.2884, 0.1331",positive
Adorei minha compra veio tudo como imaginei perfeito com certeza recomendo,"##rei, minha, com","0.1398, 0.0983, 0.0828",positive
Produto muito bom,"bom, ##to, muito","0.6764, 0.4682, 0.3866",positive
dentro do prazo bem embalado valeu a pena comprar,"a, do, bem","0.2972, 0.2886, 0.2443",positive
Vou me casar e comprei vários produtos nas lojas lannister e só está dando problema até agora negação chegou,"e, até, chegou","0.1488, 0.1446, 0.1206",negative
O pedido foi entregue duplicado recebi numero de cada item Uma das balanças veio danificada Aguardo a retirada dos itens enviados em duplicidade,"##idade, ##do, ##ificada","0.1923, 0.1486, 0.1435",negative
Uma vergonha um parceiro destes Vendeu o produto confirmou descontou o valor do cartão e agora quer cancelar o pedido pois alega negação ter em estoque Isso é crime E o stark segue em silêncio,"um, ver, destes","0.1106, 0.0634, 0.0619",negative
Comprei numero HDs de numero TB ssd porém só foi entregue uma unidade ate o momento Aguardando um retorno com urgência,"só, ##ndo, uma","0.0893, 0.0842, 0.0761",negative
Recomendo stark a outras pessoas,"##ndo, ##r, ##ome","0.2581, 0.2485, 0.1952",positive
É um site muito legal e até agora achei segurança em fazer compras neste site e os produtos são de uma boa qualidade,"e, qualidade, em","0.2344, 0.125, 0.1244",positive
Gostei da pontualidade,"##te, ##i, ##alidade","0.4521, 0.2666, 0.2489",positive
Produto bonito de ótima qualidade,"de, qualidade, ##to","0.2795, 0.2018, 0.1463",positive
Comprei o produto no dia numero numero após numero dia eu ainda negação recebi meu produto Demora demais pra entregar se tive comprado da china já estaria aqui,"##ora, demais, receb","0.4899, 0.3323, 0.3072",negative
A cor dos produtos entregues negação conferem com o meu pedido A cor das mantas pedidas foi a cor tabaco Mantas entregues na cor cinza,"##m, confere, com","0.6368, 0.2711, 0.2006",negative
Podiam entregar com mais agilidade,"##m, ##dia, com","0.662, 0.5019, 0.3126",negative
Até o momento negação recebi,"##i, receb, negação","0.2954, 0.2374, 0.2079",negative
Chegou rápido e é um excelente produto,"produto, rápido, e","0.169, 0.1441, 0.1157",positive
Produto de ótima qualidade porém e entregue pelos Correios que nunca entregam em casa,"pelos, e, qualidade","0.7035, 0.6151, 0.5534",positive
entra super rápida e ótimo atendimento,"super, e, atendimento","0.3599, 0.3222, 0.3139",positive
satisfeito,"##eito, satisf","0.462, 0.0248",positive
recomendo,"##o, recomend","0.3142, 0.0434",positive
Bem confiável,"confiável, Bem","0.487, 0.0325",positive
Gostei muito da rapidez da entrega do produto do atendimento eu indicaria sim,"##te, ##i, da","0.3496, 0.2302, 0.1526",positive
otima loja,"##a, loja, otim","0.5579, 0.1661, 0.0287",positive
 negação recebi ainda o produto por negação ter nota fiscal o produto negação foi liberado,"fiscal, o, ##i","0.2936, 0.2355, 0.1811",negative
Fiz uma compra no mês de Fevereiro de numero o prazo informado no site era que a entrega ocorreria até data Até hoje o produto negação chegou na agência do correio Como devo proceder,"##der, proce, chegou","0.2325, 0.1726, 0.1173",negative
Legal,Legal,0.0461,positive
Ainda negação recebi obproduto,"##i, receb, ##duto","0.3329, 0.2933, 0.2464",negative
valor acessível e produto muito bom dentre as demais qualidades de entrega rápida e correta,"dentre, e, acessível","0.2874, 0.2102, 0.1974",positive
Produto conforme foto Gostei,"##te, Gos, foto","0.3428, 0.2504, 0.2459",positive
Produto vendido de baixa qualidade Película nova já negação aderiu por completo a borda negação cola bem no display,"de, Pel, qualidade","0.1006, 0.096, 0.0887",negative
Muito bom,"bom, Muito","0.2464, 0.0155",positive
Produto chegou em perfeito estado e atendeu as expectativas,"##to, estado, em","0.0832, 0.0722, 0.0575",positive
o produto excelente entrega demorou mais q o previsto Mas fui avisada que iria demorar um pouco mais,"entrega, demorou, mais","0.4809, 0.2934, 0.2558",positive
Recebi o Kit e veio faltando o condicionador Estou muito triste e aguardo uma solução,"##bi, e, ##ador","0.1608, 0.1425, 0.1255",negative
Comprei duas caneleiras e uma porta caneleira as duas caneleiras chegou mais a porta caneleira negação,"mais, can, a","0.2584, 0.1866, 0.1559",negative
Foi aberto chamado no site ontem dia numero numero pois o produto recebido é diferente da foto do anuncio,"da, no, é","0.334, 0.3235, 0.2698",negative
Comprei numero produtos e ó recebi numero um,"receb, numer, ##rei","0.2477, 0.1627, 0.1615",negative
NUNCA MAIS COMPRO NESSA PORCARIA,"##RO, ##CA, ##IS","1.2639, 1.2354, 0.9247",positive
A loja sim mais o site me deixou a desejar pois fiz essa compra com vale e negação me enviaram um item alegando que negação foi autorizado o pagamento se foi confirmado no dia da compra,"##r, mais, a","0.3821, 0.3314, 0.2561",negative
Produto de excelente qualidade bonito O atendimento foi muito bom entrega dentro do prazo,"entrega, O, dentro","0.1426, 0.1222, 0.117",positive
Sempre comprei nesta loja Sempre recebi a mercadoria correta,"receb, compre, ##i","0.3581, 0.3266, 0.2951",positive
A entrega foi rápida o produto superou as minhas expectativas pena que o recarregador de baterias veio com um pequeno defeito de fabricacao ma nada que comprometa a lanterna,"que, nada, ##ta","0.5258, 0.3104, 0.259",positive
Bom produto,"produto, Bom","0.2844, 0.0265",positive
Ok,Ok,0.0186,positive
Chegou no prazo e um ótimo produto,"produto, no, e","0.4056, 0.2463, 0.1523",positive
muito bom o produto super recomendo o vendedor,"o, bom, ##o","0.1689, 0.1516, 0.1117",positive
vcs podiam abaixar o valor do frete e colocar de vez enquando frete gratis seu frete e muito caro,"aba, ##tis, seu","0.2511, 0.2162, 0.1523",positive
Bom produto vendedor celere é profissional,"produto, ##re, vende","0.4079, 0.2706, 0.2349",positive
Produto muito bom e de acordo com a figura mostrada Entrega muito antes da programada Gostei de comprar na lannister,"##te, e, bom","0.1943, 0.1401, 0.1147",positive
Nossa muito bom recebi antes do prazo de entrega adorei bem bonitas as bolsas recomendo,"muito, receb, bom","0.1708, 0.1168, 0.1095",positive
Muito bom entregue no prazo,"entregue, no, bom","0.3156, 0.3007, 0.2779",positive
bom produto veio sem neum defeito bom,"##ito, ##m, sem","0.6022, 0.5297, 0.3582",positive
Preciso entrar em contato com vcs urgente,"##o, com, ##gente","0.437, 0.3067, 0.3064",negative
Amei os produtos,"##i, os, produtos","0.3655, 0.1892, 0.1266",positive
No anuncio mostra numero peças tudo mentira eles contam com o recheio dos travesseiroseus e almofadas que por sinal é de péssima qualidade pedaços de espuma picadas horrível péssimo,"##ima, ##ira, ##imo","0.1167, 0.0887, 0.0884",negative
Produto exatamente como anunciado entrega super rápida,"como, ##to, entrega","0.1333, 0.1087, 0.0934",positive
Recebi a nota fiscal sem o meu produto o status da entrega diz que já foi entregue Mas me entregaram apenas a nota fiscal,"fiscal, ##bi, a","0.2535, 0.1885, 0.1775",negative
Produto chegou dentro do prazo especificado pela loja vendedora e em perfeito estado nenhuma avaria no mesmos,"estado, dentro, ##aria","0.2997, 0.2569, 0.2537",positive
produto foi para assistência dentro da garantia e voltou negação funcionando e agora nem as Lojas lannister nem o fabricante me dão retorno satisfação A justiça e as redes sociais serão NECESSÁRIOS,"e, e, ##ter","0.0822, 0.0819, 0.0734",negative
PRODUTO negação CHEGOU DENTRO DO PRAZO INFORMADO,"##E, C, ##O","0.5605, 0.5091, 0.3851",negative
meu produto veio errado,"errado, veio, produto","0.618, 0.4574, 0.4568",negative
Prazo de entrega gigante e mesmo assim conseguiram atrasar a entrega,"e, gigante, ##zo","0.2107, 0.1464, 0.1334",negative
Pena que demora tanto saudades do tempo que comprava no site das lannister e recebia na mesma semana,"que, ##ra, do","0.5401, 0.4495, 0.4309",positive
Entrega dentro do prazo porém o produto veio diferente da foto um tecido muito leve e fino,"e, da, diferente","0.2211, 0.1978, 0.1809",negative
Recebi produto diferente do que comprei Comprei luminária branca fria e me entregaram neutra Trata se de produto para instalação em meu cliente e vou perder o prazo para entrega do serviço,"do, ##tra, ##bi","0.1384, 0.1196, 0.1097",negative
Solicitei e JÁ PAGUEI por numero DOIS mochos e recebi apenas numero UM Aonde eu reclamo,"##lam, ##o, ##te","0.0934, 0.0869, 0.0863",negative
 negação recebi ainda,"receb, ##i, ainda","0.3597, 0.3146, 0.229",negative
A entrega foi feita em menos de numero h isso pq fiz o pedido num domingo a noite Porém negação funcionou pois preciso de um conversor só o cabo negação faz isso,"pois, negação, funcionou","0.5002, 0.3334, 0.2971",positive
Estou com muitos problemas A cadeira foi entregue parcialmente montada e mal embalada e com peça faltando Parafusos e peças estavam soltos na caixa e uma das peças foi entregue quebrada,"A, ##ada, ##sos","0.0673, 0.0617, 0.0596",negative
Primeiro me ligaram que negação tinha a cor que escolhi no site Posteriormente recebo um mouse com fio sendo que comprei sem fio e negação é um mouse gamer conforme consta no anúncio Péssimo produto,"##s, ##o, com","0.085, 0.0635, 0.0569",negative
Boas Pessoal a atendente da lannister foi muito atenciosa porém a loja que deveria ter me entregado o produto cancelou a comprar O que será que aconteceu,"##ou, porém, ##ciosa","0.3257, 0.268, 0.2337",negative
entrega feita antes do previsto gostei,"gos, ##te, do","0.5594, 0.4078, 0.2407",positive
Recebi o produto com defeito,"##ito, ##bi, o","0.7436, 0.4731, 0.428",negative
O produto demorou a ser enviado Quando foi a encomenda extraviou Era pra presente,"##u, a, pra","0.4754, 0.3451, 0.3316",negative
A LOJA É MUITO CONFIÁVEL E ATENCIOSA,"##Á, ##A, ##EN","1.2303, 1.0398, 0.8853",positive
 numero,"##o, numer","0.3877, 0.0204",positive
gOSTO MUITO DO baratheon MAIS FIQUEI TRISTE PORQUE ATÉ HOJE negação RECEBI,"##OS, FI, ##IS","0.3702, 0.3641, 0.3413",negative
Ótimo produto super recomendo,"produto, recomend, ##timo","0.3498, 0.3282, 0.2916",positive
A cor do produto no site é mais claro que o produto físico Parece ter diferença no tipo de tecido,"##ce, no, ter","0.3815, 0.295, 0.2912",negative
Ótimo,"##timo, Ó","0.4036, 0.036",positive
Tudo certo,"certo, Tudo","0.5249, 0.046",positive
Nunca chegou o produto deram uma excusa e trocaram o valor porcum vale,"##m, o, chegou","0.1786, 0.1771, 0.1661",negative
O produto e show amei,"ame, ##i, e","0.2732, 0.2229, 0.1532",positive
O PRODUTO SO PODE SER EXPOSTO PARA VENDA QUANDO TEM EM ESTOQUE E negação VENDER UM E ENTREGAR OUTRO COMPREI UM PRODUTO DE numero V E VEIO UM DE numero V ISSO E PROPAGANDA ENGANOSA QUERO MEU DINHEIRO DE VOL,"P, V, ##AN","0.163, 0.1071, 0.1021",negative
Produto ok prazo ok satisfeito,"##eito, prazo, o","0.2914, 0.1889, 0.1884",positive
Produto veio somente com numero parafusos de fixação Faltou uma simples conferência Nessa mais demora para receber as peças que faltam ou ainda ter de devolver o produto,"##ra, com, ##ver","0.1564, 0.1471, 0.1447",negative
 negação TIVE RETORNO E negação RECEBI A MERCADORIA COM MAIS DE numero DIAS DE PEDIDO APROVADO,"T, ##E, R","0.1128, 0.1122, 0.1101",negative
Tudo correto,"correto, Tudo","0.6033, 0.0426",positive
Preciso de uma posicao se o produto vai ser entregue ate o dia numero ou negação se negação vou pedir o extorno,"##no, ##ca, ##o","0.4733, 0.358, 0.2727",negative
adorei o produto,"##rei, o, produto","0.3683, 0.2801, 0.1195",positive
Entrega rápida,"##ga, rápida, Entre","0.6806, 0.5536, 0.0615",positive
Excelente material Chegou antes do previsto,"##ente, material, antes","0.2357, 0.1158, 0.1096",positive
Serviço muito bom Abraços,"muito, Abra, ##ços","0.2724, 0.2713, 0.2099",positive
a loja é boa mas o produto deixa a desejar pois ele vive travando se abertos muitas portas usb,"mas, ##r, é","0.2903, 0.2869, 0.2042",negative
Muito bom o produto é chegou rápido recomendo,"bom, o, recomend","0.2109, 0.179, 0.1576",positive
O produto excelente material resistente,"material, resistente, excelente","0.9971, 0.8155, 0.5483",positive
Muito satisfeito com a compra que fiz neste site tudo ocorreu como combinado Recomendo,"satisf, ##eito, com","0.1734, 0.1622, 0.1034",positive
a da ta para entrega era dia data ate o momento a mercadoria negação chegou,"a, o, ##ia","0.2055, 0.1516, 0.1502",negative
Chegou bem embalado Tudo ok,"bem, o, ##ado","0.2035, 0.1995, 0.1945",positive
Os correios estão demorando muito para entregar as encomendas,"##s, ##rando, estão","0.3442, 0.2564, 0.2256",negative
Chegou antes do prazo de entrega Perfeito ótima qualidade excelente produto recomendo a todos Eu amei,"produto, ##i, excelente","0.0969, 0.0933, 0.086",positive
Entrega rapida as toalhas sao boas pelo valor,"##ida, pelo, ##s","0.4158, 0.2628, 0.2175",positive
A entrega foi rápida mas temos que melhorar no rastreamento pois a gente quase negação consegui rastrear,"mas, no, ##amento","0.3104, 0.2776, 0.2071",positive
Minha encomenda chegou bem antes do prazo de entrega Amei,"do, encomenda, ##i","0.1595, 0.144, 0.1386",positive
Gostei do móvel mas é a primeira vez que eu vejo um móvel ser entregue sem manual de montagem Apesar de pequeno nininguém é obrigado a saber montar Eu consegui mas muita gente pode negação conseguir,"##te, sem, ##i","0.2089, 0.1686, 0.1601",positive
Gostei muito da venda das informações do produto Do acabamento do produto ficou otimo na motocicleta,"##o, ##te, ##i","0.1969, 0.1806, 0.1202",positive
ótimo produto,"produto, ótimo","0.67, 0.0382",positive
Excelente produto,"##ente, produto, Excel","0.3821, 0.2627, 0.025",positive
Gostei muito a compra foi simples e a entrega muito rápida,"##te, ##i, e","1.1396, 0.6876, 0.6714",positive
ótima loja só está em atraso comigo na entrega do sofá de canto Que espero receber em breve,"loja, em, ##á","0.6298, 0.3192, 0.2996",positive
bom,bom,0.0152,positive
O prazo de entrega da loja é demorado mas se a gente negação tem urgencia fica tudo bem,"##rado, ##cia, ##gen","0.3724, 0.3445, 0.2974",negative
Brincos de qualidade bonito entrega rápida tudo Ok,"Ok, de, entrega","0.3136, 0.3082, 0.2968",positive
 negação posso comentar pois ainda negação recebi nada,"pois, ##i, comentar","0.2174, 0.1926, 0.1426",negative
Produto chegou antes do prazo,"do, antes, ##to","0.6205, 0.5277, 0.3069",positive
O prazo era até dia numero numero e até o momento negação recebi Quero saber o que está acontecendo,"##i, ##o, receb","0.0988, 0.0786, 0.0781",negative
Produto entregue antes do prazo estipulado bem embalado e ótima qualidade,"##to, qualidade, ##ado","0.0879, 0.0798, 0.0655",positive
Produto bom adorei,"ado, ##rei, ##to","0.3398, 0.2949, 0.1955",positive
Ótimo relógio estou bastante satisfeito recomendo a todos essa loja está de parabéns obrigado,"relógio, ##timo, obrigado","0.0822, 0.0776, 0.0774",positive
Até agora negação recebi o produto comprado,"receb, ##i, comprado","0.1775, 0.1666, 0.1398",negative
Tapete muito bonito peludo grande pena que negação foto está marrom claro e veio um marrom bem escuro quase preto e os pelos tem bastante brilho,"pel, que, ##udo","0.5646, 0.5278, 0.3147",positive
Falta de respeito com o cliente já que o prazo é longo para entrega e mesmo assim negação cumprem com o prometido,"##ta, com, ##rem","0.0952, 0.0729, 0.0697",negative
Muito satisfeita com a compra,"##eita, satisf, com","0.415, 0.2955, 0.2516",positive
Adorei combinou com minha sala,"##rei, comb, ##inou","0.2207, 0.1713, 0.1262",positive
Gostei da compra produto de qualidade chegou antes do ora só previsto,"##te, ##i, do","0.3414, 0.2227, 0.1379",positive
Avental realmente bonito e diferente Tecido bem incorpado e de boa qualidade Cores menos viv as que no site mas ainda assim bonito de qualidade e confortável Fecho na nuca com botões de pressão,"##pado, Tec, bonito","0.5628, 0.5298, 0.3468",positive
demorou um pouco pra chegar a embalagem é precária para o produto e ainda negação o testei no mais correto,"##ária, um, ##i","0.9341, 0.6785, 0.5052",negative
Ainda negação sei o resultado prometido mas quanto a venda tudo como esperado,"tudo, ##tido, como","0.2907, 0.2329, 0.1955",positive
Muito boa loja,"boa, loja, Muito","0.2441, 0.2238, 0.0383",positive
Produto entregue perfeitamente e dentro do prazo acordado Estou totalmente contente e satisfeito,"##nte, e, ##eito","0.141, 0.1138, 0.104",positive
Entrega antes do prazo previsto,"previsto, do, ##ga","0.6929, 0.5716, 0.5701",positive
Demorou negação veio a cor q escolhi e comprei um sofá caro e já faz mas se numero mês e nada de entregar muito insatisfeita e fiz o cartão pelo site no nome de meu marido Cyro Dias Braga entao fiz polishop,"##eita, ##op, negação","0.1511, 0.1255, 0.1119",negative
 Ótimo produto e o prazo de entrega foi cumprido recomendo,"produto, ##timo, ##do","0.278, 0.187, 0.1655",positive
Eu pedi dois kit e só chegou apenas um o outro negação chegou,"apenas, chegou, chegou","0.1784, 0.1183, 0.1145",negative
Tirando a cor errada o resto estava perfeito O que negação foi bom é que vou ter que devolver o produto por negação ser a cor que foi solicitada todo o transtorno de devolver e esperar retornar,"de, ##ver, O","0.2233, 0.2031, 0.1901",negative
Produto entregue antes do prazo e tudo de acordo com o que pedi,"##to, com, e","0.1056, 0.1054, 0.1004",positive
Continuo aguardando a segunda unidade feita em outra postagem Fiz inúmeras compras nesse site sem ter tido problemas acredito que no referido pedido também tenha sucesso,"##ndo, feita, ##o","0.926, 0.5976, 0.5147",negative
De numero unidades como prometido recebi apenas numero unidades,"##i, ##tido, numer","0.172, 0.1536, 0.1443",negative
MT bom produto lindo amei,"##T, bom, produto","0.2795, 0.2306, 0.1862",positive
Recebi o produto com defeito nunca ligou o aparelho e olhe que a nossa voltagem é de numero v,"##ito, ##bi, o","0.3358, 0.2394, 0.1884",negative
Comprei num dia recebi no outro,"dia, ##i, receb","0.97, 0.4988, 0.4592",negative
 negação gostei da entrega está demorando muito Essa empresa demora muito para entregar a mercadoria,"##te, gos, ##ia","0.168, 0.1475, 0.1144",negative
Tudo certo,"certo, Tudo","0.5249, 0.046",positive
Nunca tive problemas super recomendado,"recomenda, ##do, tiv","0.2349, 0.1927, 0.1693",positive
Até agora negação recebi o produto e já foi descontado numero prestações no meu cartão estou esperando solução do stark para negação tomar medidas mais drásticas,"##i, receb, ##ado","0.0933, 0.0852, 0.0849",negative
Deu tudo certo,"tudo, certo, Deu","0.3279, 0.2538, 0.0221",positive
O produto foi apenas testado e está funcionando Espero que com o uso contínuo no alto verão ele corresponda as minhas expectativas,"##do, testa, ##ro","1.7875, 1.1483, 1.0003",positive
Recomendo entrega antes do previsto,"##ndo, do, ##ome","0.1826, 0.1795, 0.15",positive
Produto entregue conforme contratado,"contratado, conforme, ##to","0.3071, 0.2332, 0.1925",positive
precisa melhorar muito,"muito, melhorar, precisa","0.9303, 0.735, 0.1075",negative
